variant_id,variant,C1_in_mean_label0_min,C2_in_pct_under_5min,C1_OOS_mean_label0_min,C2_OOS_pct_under_5min,label1_mean_minutes,label1_median_minutes,label1_nonzero_pct,n_oos_empty_blocks,pass_C1_OOS_lt20,pass_C2_OOS_gt50
A0,"Raw excess + global floor (no carryover, no gate)",16.979180127579152,80.22598870056498,49.459255319565415,59.64912280701754,85.96757900264755,52.96590077315397,61.53846153846154,57,NO,YES
A1,+ Carryover correction,11.792290333971923,84.18079096045197,28.087174369350127,66.66666666666666,73.55918914801228,45.73102014568335,60.76923076923077,57,NO,YES
A2,+ Innovation gate/cap,11.170257896830215,85.31073446327684,23.912196258494557,71.9298245614035,70.14586350479884,42.867780889335876,60.0,57,NO,YES
A3,+ Two-regime floor (final),11.754866202046315,81.92090395480226,19.73367111879001,78.94736842105263,69.51238011298801,41.83119347359744,60.38461538461538,57,YES,YES
