scenario,high_sensor_id,high_sensor_baseline,reference_common_baseline,c1_mean_label0_unclamped,c2_pct_label0_under_5min,label1_mean_minutes,label1_median_minutes,label1_mean_uncertainty,high_sensor_label1_mean_minutes,e1_mean_relative_mae,e2_mean_spearman,forced_high_sensor_baseline,delta_high_sensor_label1_mean
full_data,22168412,541.977700720044,419.264528565483,10.76740868388181,79.9163179916318,31.983632648799478,0.0,59.48469497069273,7.517521092461613,1.377150303100602,0.3081208495478989,,0.0
exclude_high_baseline_sensor,22168412,541.977700720044,419.264528565483,11.576378707611612,79.0909090909091,34.67388972864576,0.0,62.18603359035149,0.0,1.4114366942915657,0.26477970791453365,,-7.517521092461613
force_common_baseline_high_sensor,22168412,541.977700720044,419.264528565483,10.769353778862012,79.9163179916318,31.75946292156139,0.0,59.43913596252829,5.25467573260538,1.377150303100602,0.3081208495478989,419.264528565483,-2.2628453598562333
